"outcome","Taxa.1","Taxa.2","Taxa.3","Taxa.4","Taxa.5","Taxa.6","Taxa.7","Taxa.8","Taxa.9","Taxa.10","Taxa.11","Taxa.12","Taxa.13","Taxa.14","Taxa.15","Taxa.16","Taxa.17","Taxa.18","Taxa.19","Taxa.20","Taxa.21","Taxa.22","Taxa.23","Taxa.24","Taxa.25","Taxa.26","Taxa.27","Taxa.28","Taxa.29","Taxa.30","Taxa.31","Taxa.32","Taxa.33","Taxa.34","Taxa.35","Taxa.36","Taxa.37","Taxa.38","Taxa.39","Taxa.40","Taxa.41","Taxa.42","Taxa.43","Taxa.44","Taxa.45","Taxa.46","Taxa.47","Taxa.48","Taxa.49","Taxa.50","Taxa.51","Taxa.52","Taxa.53","Taxa.54","Taxa.55","Taxa.56","Taxa.57","Taxa.58","Taxa.59","Taxa.60","cov1","cov2","cov3","cov4"
-0.110358583410548,2.01296137525507,0.478896238722364,0,0.153392458534204,0,0.0138123488276114,0,0,0.818467915357518,0,0.270292717020621,3.9564393528001,0.160777784734352,9.45564523857287,0,0.145112715666219,0.378887677877115,0,1.12097240980127,7.92764935800049,0,2.8294360191814,10.5362794566547,0.449508262493404,0,0,13.3278049865007,2.20897917670223,0,1.1480987895987,3.71467852748351,0.244686845558518,0,0,0,2.36019948047169,0,0,0,6.49834596803355,20.3650881064305,0.446748348204075,0,0,0,0.315997408747139,0.248353953896654,1.87187353459412,0,3.05765282067074,1.085924053803,0.281754027749916,0.903245838087584,0.00456152500597343,0.928263950025108,0,0.279211328937062,0,0,0,-0.25116505166075,-1.0379333174631,-0.568490574924191,-0.745491719656447
-0.162392638142467,0,0,0,0,0.0256847737473973,0.802092032914359,0,0,1.52370593810057,0,0.624365350779557,0,0.0373630664158697,0.0411977296801443,0,0,0.026543837920238,0,0,0.107046866059196,0.0883093069269457,1.144124075759,0,0,0.595841930200164,0,0.202303387601289,0,0.616222916445675,4.67501477839381,49.7617030685772,0,0,3.19560667111886,0,2.71781758855458,0,0,0.571252774528274,1.73052875026332,0,0,0.934873473542566,3.67070650931599,0.206984664833,0,1.09184566326975,0.619074013483074,17.6609525203947,0.162412929488511,0.0401145618100407,0,1.86023499015687,1.35583981864533,3.90220562858846,0,0,0.0059760985936746,0.00205428389157564,0,-0.189276264951149,-0.200359426083806,-2.22928906826003,-3.16633377392384
-0.047734614123122,1.73245225915447,0,1.1171393675275,0.434522689720922,0,0,2.62951766548599,0.0381029911113364,0.14358937075139,6.90655188361712,4.44349599719587,3.47758782593514,0.0508791681448381,0.356034773490189,0.00185738814609578,0,0,0.853894398992977,1.72259483492198,0.428247371198756,0,4.69354024283493,0,0,2.83771760960514,0,10.7645328018727,25.6588885442402,0.672188770072064,0,0.364605293078602,0,0,0,0,0.131834757198241,0,0,0.112252579315117,0.184239637034515,13.240762877073,0,1.8275239981182,0,5.39953347716593,0,0.306933391142328,0,0,0,0,0.175032298653155,0.491876182260723,7.40802014894661,0,0,0.412884117818906,0.0184544779372802,0.962710810237817,0,0.198251116631298,1.56602503521087,1.10520962557899,-0.296763212882271
-0.0827212937700584,0.00143480586502724,0,0,0,2.40792563802947,4.02489445568057,0,12.2748904382241,0,1.95232312287218,0,0.530005808094142,2.10259894995168,0.983266720079706,6.27500292700396,0.0823004644179624,0.881866119986501,4.66410620777366,0,0,0,0,0.061524475492368,0,0.0167700109504384,0,0,0,0,0.0234160317172445,0,0.0159665196660231,0,0.265312822113917,0.136490212328311,0,0,0,0.0167011402689171,1.20343481045641,0.219031724131598,0,7.72719863911533,10.3781689122335,0.615749806588169,0,0,0.528284041056109,0.502377186357177,0,1.4675423956437,0.0557049029038175,0.01053721427276,0,15.4300055785252,0.595501826220905,0,0,24.5496660919791,0,1.87962542770185,0.212028493653214,0.979306444490542,1.05436455221901
-0.920364419215694,0.600714969753773,0,0,1.95066402705672,0,0.0145562911399988,1.48518253407568,0,0.0490021463614329,6.86396549502065,0,0.914176574207998,0,0,0,2.42988928661294,0,0,0.631850219567476,0,1.64686627859687,0.25741469723822,0,0.223055280800278,0.229979027357961,0,0.112275335877342,0,0,57.451623886528,0.0121446490805809,0.325891501520329,0.183085987313725,0.460035849621065,0,0,12.089544356105,0.0998454388112385,0,0,0.789428121872807,0.0424327988160653,0,0,1.30220027330215,4.7058829630973,0,0,0.246990179949124,0,0,0,0.328450089511682,0.251415845663898,0.510706264503888,0,0.00312044008404962,3.78760919055179,0,0,-0.822338325680398,0.453745200903543,-1.14908553750345,-0.522245791345498
-0.127234545345356,0,0,4.75447262026567,0,0.951739857123129,1.80920754699341,0,0.762085292548545,0.132838053856287,0.0159522530950585,0,0.365635769353404,0,1.57173517857466,0,0.297639047064211,0.884600154536235,2.84507167898535,0,0,0,0,0,0.493234316393365,0,0,0.0373387902115105,0.0602251118069851,0,0,1.89621452449723,0.293782458403867,4.15432509601055,0,5.1112849822295,0,0.0963368056265681,0.11184107114997,0,0,0,2.06870921730533,4.45630767474778,0.908362973554515,0.0307358429597097,4.03389435011709,8.92891820155974,1.07926049328106,0,0.872777178188615,0.0240549848258818,0.807682636254933,8.02291203218654,38.1619771132888,0,0.183363260850892,0,1.6160469927276,2.07346178110899,0.0859746583169574,1.98727509392657,-0.725972547238662,0.290020069498336,-0.00289014198804186
0.421231414815991,0.828829834011802,0,2.63120022695154,0.120249983869092,0,3.70330408517365,0,0,0,0.559194610176864,0,1.01898297572271,0.108387444038009,8.03277861910534,0,9.20963759327765,2.23653322024583,1.32674998134026,1.12300243028804,32.5574455752343,0,0.0464232986412794,5.59655931170295,0,0,0.906411457558239,0,0,0.00496571434789519,0,0.101046156468126,3.78010406849866,0.595625175006947,0,0.0882180610693972,8.92645393893796,0.134702664826083,2.0141029352736,1.07521509282897,0,0,0.0437258735634104,0,0.251105752703441,0,0.135346368537847,0,0,0.0869153273670173,2.06221212458855,1.0604405600161,8.22181294246009,0,0,0,0,1.14539412369012,0,0,0.266922472478218,0.860219970920692,0.380390419471898,0.23015460438714,0.443312292069131
-0.375392917745752,0,0.259517342695623,0,0,2.82685446573847,0.739650361127167,0,0,0.236069944798202,0,0,3.97368890742574,0,0.307409617130459,0.218727116177534,0,0.0613648859323326,0,12.8633116450444,1.53067752207154,0.775253698717296,0.287992032938607,0.191316403150543,0,2.12518809122221,0,0,0,3.84908387571789,0.473243765957996,19.3129420326593,0.0162123528286765,7.83971662030829,0.117103992335108,25.0002593444464,0.671116928702089,1.45283428900653,0.827255585148899,0.0491956465244253,0,1.51063485126529,5.88163945057281,0,0.227079337323071,0,0,0,0.00482779661756323,1.24484004299532,0,2.08082024131535,0,0.184600046974594,0.70503120246183,0,0,0,2.15454056266839,0,0,0.496314334868116,1.50816867803518,0.183716667433232,-0.241551287201805
-1.03990910791845,5.35598839422271,1.9394285721058,0,0,0.405765674939868,0,0,0,0,7.91507255783581,0,2.08528101186513,0,0.11206579319807,0,0,0,0.0637413086542999,0.00638993286323707,11.3802531519554,0.0178858862678861,0,0,0,0,0.0197623735074766,2.01736205004058,0,13.7716386138409,0,1.73209648462831,1.9707461565097,0.605572060961737,0,0,1.40027428317694,23.120633833934,0.136153963605234,1.84073521955197,0.067217748171857,0,0,0,4.09866293370805,0,3.18551486168017,0.328523534409146,0,0.58599733617822,0.120440852035821,0,0,0.183698224507279,0,0.255340532065118,4.5635972141868,0,9.36798724620757,1.34617219318495,0,-1.11233684426593,-2.15394988179598,-0.599634249124326,-1.34545903892702
0.531134444967585,0,0,1.85307523576821,1.74355634580951,0,0,9.76045622328891,0.10514594319386,0,3.21099233875344,0,0,0.102881381476354,0.202287832041362,0,1.32578375309718,29.3225212224573,0.0184678912479375,0,7.03552472628086,0,3.0522777976903,0,1.54161991127603,0,0,0.0358425458046652,0.0353740157941467,0,0.0261595922539495,14.4974508063011,0,0.178978464018066,0,1.89012815076671,0,0.945688782064046,5.48348002227079,0,0.0774636284057251,0.00195220837716041,0,1.13700520302577,0.31848327464995,0,0,0,0,0,0.0991331413922057,0,0.035061662453801,3.98902546538696,0,0.995118698173748,0.510112048952015,10.3964857125678,0.0724659749601945,0,0,-2.63799326346269,-1.12336594737276,1.20177233185619,0.929783326699454
